"scenario","year","transicion_label","age_inicial","age_final","consumption_kg","consumption_se_kg","consumo_min_kg","consumo_max_kg","p_value_est","p_value_se","data_source","consumo_anchoveta_kg","consumo_anchoveta_min","consumo_anchoveta_max","consumo_sardina_kg","consumo_sardina_min","consumo_sardina_max","consumo_otros_kg","consumo_otros_min","consumo_otros_max","prop_anchoveta","prop_sardina","prop_otros"
"T2015_1to2",2015,"1 → 2",1,2,16.0685489257817,0.65135645280164,14.7919137371928,17.3451841143707,0.690778039534565,0.03133355762101,"específica",2.81360291690438,2.59006409538245,3.03714173842631,2.97589526105478,2.7394624241281,3.21232809798146,10.2790507478226,9.46238721768221,11.0957142779629,0.1751,0.1852,0.6397
"T2015_2to3",2015,"2 → 3",2,3,28.7538891844834,1.09848328201263,26.6009015141193,30.9068768548476,0.647953555540543,0.0286691958705218,"específica",4.83065338299322,4.46895145437205,5.19235531161439,6.01818900631239,5.56756868690518,6.46880932571959,17.9050467951778,16.5643813728421,19.2457122175136,0.168,0.2093,0.6227
"T2015_3to4",2015,"3 → 4",3,4,56.1949642427763,4.00802456108503,48.3393804538976,64.0505480316549,0.776549796536871,0.049013484597002,"específica",17.605452410014,15.1443581035831,20.0665467164448,24.6335857080353,21.1900174246928,28.0771539913779,13.9559261247269,12.0050049256217,15.9068473238322,0.313292350075249,0.438359309236538,0.248348340688213
"T2015_4to5",2015,"4 → 5",4,5,67.8419772800573,1.17907848817508,65.5310259082882,70.1529286518264,0.692829518019435,0.0119235062134636,"histórica",8.04182058652605,7.76788611319495,8.31575505985716,37.1504426873384,35.8849597233657,38.4159256513111,22.6497140061928,21.8781800717275,23.4212479406581,0.11853753249745,0.547602593214203,0.333859874288347
"T2016_1to2",2016,"1 → 2",1,2,19.1005482739383,1.43328763101391,16.2913561376643,21.9097404102123,0.734881029602607,0.0527783694666079,"específica",3.3445060027666,2.85261645970502,3.83639554582817,3.53742154033337,3.01715915669543,4.05768392397132,12.2186207308383,10.4215805212639,14.0156609404128,0.1751,0.1852,0.6397
"T2016_2to3",2016,"2 → 3",2,3,47.9331741772848,2.05585133131942,43.90377961033,51.9625687442396,0.795230420949592,0.0310029002426363,"específica",8.05277326178385,7.37583497453545,8.72971154903225,10.0324133553057,9.18906107244208,10.8757656381693,29.8479875601953,27.3388835633525,32.357091557038,0.168,0.2093,0.6227
"T2016_3to4",2016,"3 → 4",3,4,54.3674048267186,1.26479577648077,51.8884506570179,56.8463589964192,0.640980159027666,0.0161816130157229,"específica",17.0328920256551,16.2562546481007,17.8095294032095,23.8324580248236,22.7457853873646,24.9191306622826,13.5020547762399,12.8864106215526,14.1176989309272,0.313292350075249,0.438359309236538,0.248348340688213
"T2016_4to5",2016,"4 → 5",4,5,64.9731295028024,3.8226847307285,57.4808051063234,72.4654538992815,0.67121480989553,0.0374725821002113,"específica",7.70175444989947,6.8136328032704,8.58987609652854,35.5794542049768,31.4766379362629,39.6822704736908,21.6919208479261,19.1905343667901,24.1933073290621,0.11853753249745,0.547602593214203,0.333859874288347
"T2017_1to2",2017,"1 → 2",1,2,15.1287306099234,0.454171778261824,14.2385702817357,16.018890938111,0.684066394856553,0.023507680178317,"histórica",2.64904072979758,2.49317365633192,2.80490780326324,2.8018409089578,2.63698321617745,2.96669860173816,9.67784897116797,9.1084134092263,10.2472845331096,0.1751,0.1852,0.6397
"T2017_2to3",2017,"2 → 3",2,3,43.3531098074891,1.83474908937797,39.7570676716406,46.9491519433376,0.757006001288436,0.0310508090844956,"específica",7.28332244765817,6.67918736883563,7.88745752648072,9.07380588270747,8.32115426367439,9.82645750174056,26.9959814771235,24.7567260391306,29.2352369151163,0.168,0.2093,0.6227
"T2017_3to4",2017,"3 → 4",3,4,52.9109440680099,1.79532566778156,49.3921704186378,56.4297177173821,0.668918361858054,0.023898218762896,"específica",16.5765940117669,15.4741891457722,17.6789988777616,23.1940048927059,21.6515177064074,24.7364920790045,13.1403451635371,12.2664635664581,14.0142267606161,0.313292350075249,0.438359309236538,0.248348340688213
"T2017_4to5",2017,"4 → 5",4,5,65.5928775408825,1.13506140222491,63.3681980722802,67.8175570094849,0.701203585293431,0.0119248256098528,"histórica",7.77521785310362,7.51150983829776,8.03892586790948,35.9188298377689,34.7005895916919,37.137070083846,21.89882985001,21.1560986422905,22.6415610577294,0.11853753249745,0.547602593214203,0.333859874288347
"T2018_1to2",2018,"1 → 2",1,2,16.9726930190203,0.644555215093242,15.7093880113901,18.2359980266505,0.699731448108543,0.0289091641814276,"específica",2.97191854763046,2.75071384079441,3.19312325446651,3.14334274712256,2.90937865970945,3.37730683453568,10.8574317242673,10.0492955108863,11.6655679376484,0.1751,0.1852,0.6397
"T2018_2to3",2018,"2 → 3",2,3,27.8903827752645,1.03036313963612,25.8709081305801,29.9098574199489,0.617614919077426,0.0272709050313492,"específica",4.68558430624443,4.34631256593745,5.02485604655141,5.83745711486286,5.41478107173041,6.2601331579953,17.3673413541572,16.1098144929122,18.6248682154022,0.168,0.2093,0.6227
"T2018_3to4",2018,"3 → 4",3,4,53.1613973838629,2.30527260122365,48.6431461109176,57.6796486568083,0.747405777948557,0.0304202091139897,"específica",16.6550591196746,15.2395255601431,18.0705926792061,23.3037934352393,21.3231759282738,25.2844109422047,13.2025448289491,12.0804446225007,14.3246450353974,0.313292350075249,0.438359309236538,0.248348340688213
"T2018_4to5",2018,"4 → 5",4,5,65.8977177010132,1.16147671806814,63.6212651647179,68.1741702373085,0.681157061751199,0.0119129193671988,"histórica",7.81135285349164,7.54150778699163,8.08119791999165,36.0857610999723,34.839169787768,37.3323524121767,22.0006037475493,21.2405875899583,22.7606199051402,0.11853753249745,0.547602593214203,0.333859874288347
"T2019_1to2",2019,"1 → 2",1,2,17.0842514640723,1.65333607970927,13.8437722935014,20.3247306346431,0.693740717312551,0.0697351591956849,"específica",2.99145243135905,2.4240445285921,3.558860334126,3.16400337114618,2.56386662875647,3.7641401135359,10.928795661567,8.85586113615287,13.0017301869812,0.1751,0.1852,0.6397
"T2019_2to3",2019,"2 → 3",2,3,48.5157872592068,1.29900332817693,45.9697875201823,51.0617869982312,0.79764272162978,0.0193583805813513,"específica",8.15065225954674,7.72292430339063,8.57838021570285,10.154354273352,9.62147652797416,10.6872320187298,30.2107807263081,28.6253866888175,31.7961747637986,0.168,0.2093,0.6227
"T2019_3to4",2019,"3 → 4",3,4,58.5061577181428,1.24475042293891,56.0664917194415,60.9458237168441,0.645509121553597,0.014459056295771,"específica",18.3295316453901,17.5652029512583,19.0938603395219,25.646718883409,24.5772685814505,26.7161691853676,14.5299071893436,13.9240201867327,15.1357941919546,0.313292350075249,0.438359309236538,0.248348340688213
"T2019_4to5",2019,"4 → 5",4,5,61.2370245100207,1.12773386717849,59.0267067462048,63.4473422738366,0.606042428089156,0.0119233861215681,"histórica",7.25888578290372,6.9968801691457,7.52089139666174,33.533553422409,32.323177683116,34.743929161702,20.4445853047079,19.706648893943,21.1825217154728,0.11853753249745,0.547602593214203,0.333859874288347
"T2020_1to2",2020,"1 → 2",1,2,11.7727893233962,2.26714413625261,7.32926846857995,16.2163101782125,0.59947702445979,0.132227507960484,"específica",2.06141541052668,1.28335490884835,2.83947591220501,2.18032058269298,1.35738052038101,3.00326064500496,7.53105333017657,4.6885330393506,10.3735736210025,0.1751,0.1852,0.6397
"T2020_2to3",2020,"2 → 3",2,3,27.7453616664221,1.30499904389722,25.1876105405243,30.3031127923198,0.652996836952071,0.0350902610006014,"específica",4.66122075995891,4.23151857080809,5.09092294910973,5.80710419678214,5.27176688613174,6.34244150743254,17.277036709681,15.6843250835845,18.8697483357776,0.168,0.2093,0.6227
"T2020_3to4",2020,"3 → 4",3,4,46.7138358450838,0.576432046229039,45.5840497949402,47.8436218952275,0.692320386560525,0.00894351927591004,"específica",14.6350874129357,14.281134086204,14.9890407396675,20.47744481284,19.9821925803139,20.972697045366,11.6013036193081,11.3207231284223,11.881884110194,0.313292350075249,0.438359309236538,0.248348340688213
"T2020_4to5",2020,"4 → 5",4,5,64.512420112263,1.30868156548595,61.947451376679,67.077388847847,0.704445307814252,0.0139341708671805,"específica",7.64714309554652,7.34309803069729,7.95118816039575,35.3271685479993,33.9225850168802,36.7317520791185,21.5381084687172,20.6817683291016,22.3944486083328,0.11853753249745,0.547602593214203,0.333859874288347
"T2021_1to2",2021,"1 → 2",1,2,13.8012454925871,0.599949424671683,12.6253662276851,14.9771247574891,0.637466416093781,0.032448346983948,"específica",2.416598085752,2.21070162646766,2.62249454503634,2.55599066522713,2.33821782536727,2.77376350508698,8.82865674160796,8.07644677585014,9.58086670736579,0.1751,0.1852,0.6397
"T2021_2to3",2021,"2 → 3",2,3,33.0668894868597,0.737370963711048,31.6216689547404,34.5121100189789,0.710389965593495,0.0166511372875975,"histórica",5.55523743379243,5.31244038439639,5.79803448318846,6.92089996959973,6.61841531222717,7.22338462697229,20.5907520834675,19.6908132581169,21.4906909088182,0.168,0.2093,0.6227
"T2021_3to4",2021,"3 → 4",3,4,48.5857102592709,0.48112624841623,47.6427201403582,49.5287003781835,0.666463155366436,0.00704100956540957,"histórica",15.2215313472021,14.9260997567502,15.516962937654,21.2979983880206,20.8846298908771,21.711366885164,12.0661805240482,11.8319904927309,12.3003705553656,0.313292350075249,0.438359309236538,0.248348340688213
"T2021_4to5",2021,"4 → 5",4,5,62.963810693359,1.10721149537021,60.7937160391647,65.1339053475534,0.683109640314922,0.0119248871382859,"histórica",7.46357475622734,7.20633709063323,7.72081242182144,34.4791460143316,33.2907965541745,35.6674954744887,21.0210899228001,20.296582394357,21.7455974512433,0.11853753249745,0.547602593214203,0.333859874288347
