"scenario","method","backend","converged","consumption_est","consumption_se","consumption_has_uncertainty","p_value_est","p_value_se","p_value_has_uncertainty","transicion","age_inicial","age_final","transicion_label","consumption_kg","consumption_se_kg","year","data_source","strategy_used","consumo_anchoveta_kg","consumo_sardina_kg","consumo_otros_kg","prop_anchoveta","prop_sardina","prop_otros"
"AGG_1to2","mle","tmb",TRUE,14335.042001003,419.935448508187,TRUE,0.6216748778895,0.0230886623314316,TRUE,"1to2",1,2,"1 → 2",14.335042001003,0.419935448508187,"AGREGADO","histórica agregada","mle",0,5.1138047295468,9.22123727145621,0,0.356734548052876,0.643265451947124
"AGG_2to3","mle","tmb",TRUE,29728.9989347454,676.679397726917,TRUE,0.607000734097254,0.0173174583704609,TRUE,"2to3",2,3,"2 → 3",29.7289989347454,0.676679397726917,"AGREGADO","histórica agregada","mle",9.31386794165097,13.0319834373288,7.38314755576568,0.313292350075249,0.438359309236538,0.248348340688213
"AGG_3to4","mle","tmb",TRUE,46883.8531698299,508.828521266865,TRUE,0.624107715902195,0.0078750730395089,TRUE,"3to4",3,4,"3 → 4",46.8838531698299,0.508828521266865,"AGREGADO","histórica agregada","mle",5.55749626872439,25.6737195756728,15.6526373254327,0.11853753249745,0.547602593214203,0.333859874288347
"AGG_4to5","mle","tmb",TRUE,62044.9195472816,1057.1957388324,TRUE,0.651757264005666,0.0119008082743538,TRUE,"4to5",4,5,"4 → 5",62.0449195472816,1.0571957388324,"AGREGADO","histórica agregada","mle",11.144681686968,27.8307467682897,23.0694910920239,0.179622792136513,0.448558028140904,0.371819179722583
