"year","Rio","edad_consumo","transicion_label","N_mar","consumption_kg","consumption_se_kg","consumo_min_kg","consumo_max_kg","consumo_anchoveta_kg","consumo_sardina_kg","consumo_otros_kg","consumo_total_poblacional_t","consumo_se_poblacional_t","consumo_lower_poblacional_t","consumo_upper_poblacional_t","consumo_cv_poblacional","consumo_anchoveta_poblacional_t","consumo_sardina_poblacional_t","consumo_otros_poblacional_t","prop_anchoveta","prop_sardina","prop_otros"
2015,"Bueno",1,"1 → 2",36843.9088143501,16.0685489257817,0.65135645280164,14.7919137371928,17.3451841143707,2.81360291690438,2.97589526105478,10.2790507478226,592.028151400424,23.9985177526622,544.991920922864,639.064381877988,0.0405361091290919,103.664129310214,109.643613639359,378.720408450853,0.1751,0.1852,0.6397
2015,"Imperial",1,"1 → 2",41975.9788848613,16.0685489257817,0.65135645280164,14.7919137371928,17.3451841143707,2.81360291690438,2.97589526105478,10.2790507478226,674.493070418973,27.3413247093198,620.905058699095,728.081082138856,0.0405361091290919,118.103736630362,124.916116641594,431.473217147019,0.1751,0.1852,0.6397
2015,"Tolten",1,"1 → 2",41320.9495697275,16.0685489257817,0.65135645280164,14.7919137371928,17.3451841143707,2.81360291690438,2.97589526105478,10.2790507478226,663.967699820925,26.9146671381332,611.215921574303,716.71947806755,0.0405361091290919,116.260744238644,122.966818006836,424.740137575447,0.1751,0.1852,0.6397
2015,"Valdivia",1,"1 → 2",7965.37696485705,16.0685489257817,0.65135645280164,14.7919137371928,17.3451841143707,2.81360291690438,2.97589526105478,10.2790507478226,127.9920494721,5.18829968505718,117.823168948388,138.160929995813,0.0405361091290919,22.4114078625648,23.704127562233,81.8765140473028,0.1751,0.1852,0.6397
2015,"Bueno",2,"2 → 3",43665.8041082734,28.7538891844834,1.09848328201263,26.6009015141193,30.9068768548476,4.83065338299322,6.01818900631239,17.9050467951778,1255.56169248065,47.9661558085767,1161.54975461901,1349.5736303423,0.0382029462158952,210.93436433675,262.789062236201,781.838265907702,0.168,0.2093,0.6227
2015,"Imperial",2,"2 → 3",49748.1111592993,28.7538891844834,1.09848328201263,26.6009015141193,30.9068768548476,4.83065338299322,6.01818900631239,17.9050467951778,1430.45167541185,54.6474684201962,1323.34460546198,1537.55874536173,0.0382029462158952,240.315881469192,299.393535663702,890.742258278961,0.168,0.2093,0.6227
2015,"Tolten",2,"2 → 3",48971.7988004794,28.7538891844834,1.09848328201263,26.6009015141193,30.9068768548476,4.83065338299322,6.01818900631239,17.9050467951778,1408.1296758738,53.7947022724128,1302.69399686082,1513.56535488679,0.0382029462158952,236.565785546799,294.721541160387,876.842349166616,0.168,0.2093,0.6227
2015,"Valdivia",2,"2 → 3",9440.21960179568,28.7538891844834,1.09848328201263,26.6009015141193,30.9068768548476,4.83065338299322,6.01818900631239,17.9050467951778,271.443028307221,10.3699234111005,251.118351899025,291.767704715418,0.0382029462158952,45.6024287556132,56.8130258247015,169.027573726906,0.168,0.2093,0.6227
2015,"Bueno",3,"3 → 4",57830.5586456281,56.1949642427763,4.00802456108503,48.3393804538976,64.0505480316549,17.605452410014,24.6335857080353,13.9559261247269,3249.78617523085,231.786299432946,2795.49337623245,3704.07897422924,0.071323553900121,1018.13314808013,1424.57402294064,807.079004210072,0.313292350075249,0.438359309236538,0.248348340688213
2015,"Imperial",3,"3 → 4",65885.9058858367,56.1949642427763,4.00802456108503,48.3393804538976,64.0505480316549,17.605452410014,24.6335857080353,13.9559261247269,3702.45612535752,264.07232901977,3184.88387116515,4220.02837954988,0.071323553900121,1159.95118056376,1623.00610959031,919.498835203446,0.313292350075249,0.438359309236538,0.248348340688213
2015,"Tolten",3,"3 → 4",64857.765483733,56.1949642427763,4.00802456108503,48.3393804538976,64.0505480316549,17.605452410014,24.6335857080353,13.9559261247269,3644.67981222475,259.951517035895,3135.18420110784,4154.17542334165,0.071323553900121,1141.85030364371,1597.67932487519,905.15018370584,0.313292350075249,0.438359309236538,0.248348340688213
2015,"Valdivia",3,"3 → 4",12502.5333772753,56.1949642427763,4.00802456108503,48.3393804538976,64.0505480316549,17.605452410014,24.6335857080353,13.9559261247269,702.579416080103,50.1104608519048,604.364717561664,800.79411459854,0.071323553900121,220.112756378232,307.982227516683,174.484432185186,0.313292350075249,0.438359309236538,0.248348340688213
2015,"Bueno",4,"4 → 5",5921.73242368011,67.8419772800573,1.17907848817508,65.5310259082882,70.1529286518264,8.04182058652605,37.1504426873384,22.6497140061928,401.742036545885,6.9821873134901,388.057200878132,415.426872213638,0.0173797777636661,47.6215097126495,219.994981015681,134.125545817553,0.11853753249745,0.547602593214203,0.333859874288347
