"year","edad_consumo","transicion_label","N_mar_total","consumption_kg","consumption_se_kg","consumo_min_kg","consumo_max_kg","consumo_anchoveta_kg","consumo_sardina_kg","consumo_otros_kg","consumo_total_poblacional_t","consumo_se_poblacional_t","consumo_lower_poblacional_t","consumo_upper_poblacional_t","consumo_cv_poblacional","consumo_anchoveta_poblacional_t","consumo_sardina_poblacional_t","consumo_otros_poblacional_t","prop_anchoveta","prop_sardina","prop_otros"
2020,1,"1 → 2",73649.6085626634,11.8342805740918,2.27955309280274,7.36643861135157,16.3021225368321,1.88401746739542,2.0615316760068,7.88873143068961,871.590131902593,167.888192982731,542.535320226933,1200.64494357826,0.192622870357937,138.757148998893,151.831000977432,581.001981926269,0.1592,0.1742,0.6666
2020,2,"2 → 3",95673.0644400444,26.4064193598901,1.23812530402801,23.9797383556475,28.8331003641327,5.60344218816869,10.9639453182264,9.84167249543105,2526.3830610496,118.455241997121,2294.21505295527,2758.55106914394,0.0468872847603357,536.098485554726,1048.9542469478,941.582966853187,0.2122,0.4152,0.3727
2020,3,"3 → 4",88270.4324275204,46.7102092220598,0.576381100776168,45.580523023169,47.8398954209506,14.6339512196857,20.4758550488763,11.6004029534978,4123.13036681117,50.8774090085626,4023.41247752768,4222.84825609466,0.0123395101493992,1291.7452022849,1807.41257948754,1023.97258503874,0.313292350075249,0.438359309236538,0.248348340688213
2020,4,"4 → 5",8700.40937864246,64.5160464843545,1.30870930712978,61.9510233761478,67.0810695925613,7.64757295674617,35.3291543587606,21.5393191688478,561.316015905411,11.3863067296686,538.999264798335,583.632767012488,0.0202850202150429,66.5370154767268,307.378105922468,187.400894506217,0.11853753249745,0.547602593214203,0.333859874288347
2021,1,"1 → 2",13764.0845422653,13.8719699665344,0.603483119820964,12.6891647864075,15.0547751466614,2.20841761867228,2.4164971681703,9.24705517969185,190.934967387145,8.30639268104577,174.654736890849,207.215197883442,0.0435037792957196,30.3968468080335,33.2608713188407,127.277249260271,0.1592,0.1742,0.6666
2021,2,"2 → 3",52285.4951694125,31.4535590904553,0.698830597040522,30.0838762889612,32.8232418919493,6.67444523899461,13.059517734357,11.7227414730127,1644.56491188483,36.5387038057999,1572.95036838368,1716.17945538597,0.0222178544256565,348.976674301961,682.82335141458,612.929342659477,0.2122,0.4152,0.3727
2021,3,"3 → 4",59631.8367012863,48.5803392720545,0.481074544592161,47.6374504907749,49.5232280533341,15.2198486579949,21.2956439657745,12.0648466482852,2896.93485836424,28.6873586842654,2840.7086685315,2953.16104819698,0.00990265921977403,907.587529791843,1269.8983634158,719.448965156604,0.313292350075249,0.438359309236538,0.248348340688213
2021,4,"4 → 5",17064.1990152671,62.9674498817958,1.10723662374653,60.7973059768889,65.1375937867027,7.46400613664493,34.4811388433568,21.0223049017941,1074.48909626682,18.8941061046032,1037.45732878172,1111.52086375192,0.0175842697429396,127.367286166884,588.393015496097,358.72879460384,0.11853753249745,0.547602593214203,0.333859874288347
2022,1,"1 → 2",1393.14406365224,11.0070048328713,0.571938765490034,9.88602545114856,12.1279842145941,1.75231516939311,1.91742024188618,7.33726942159202,15.3343434415062,0.796793095915031,13.7726576703826,16.8960292126298,0.0519613440871759,2.44122747588778,2.67124262751037,10.221873338108,0.1592,0.1742,0.6666
2022,2,"2 → 3",2229.03050184358,19.5265699154496,1.96021403744042,15.6846210000766,23.3685188308227,4.14353813605841,8.10743182889469,7.27755260748808,43.5253199379184,4.36937687959665,34.9614986190271,52.0891412568099,0.100387013486146,9.23607289082629,18.0717128382237,16.2218867408622,0.2122,0.4152,0.3727
2022,3,"3 → 4",20618.5321420531,45.6567499174271,1.31693759601225,43.0755996593564,48.2379001754979,14.3039104784287,20.0140613557887,11.3387780832097,941.375165674151,27.1533201524567,888.155636114651,994.594695233652,0.0288443132372324,294.925637956532,412.660567357352,233.788960360266,0.313292350075249,0.438359309236538,0.248348340688213
2022,4,"4 → 5",3622.17456549581,64.8109022241285,4.07341068428657,56.8271639886862,72.7946404595709,7.68252442858169,35.4906181264849,21.6377596690619,234.756401603074,14.7546045754417,205.837908029079,263.67489517707,0.0628507017260759,27.8274445840088,128.553214291478,78.375742727587,0.11853753249745,0.547602593214203,0.333859874288347
